muscle_group,weekly_training_time_min,sessions_per_week,avg_intensity_pct_1rm,training_age_years,muscle_growth_pct_8wk
Shoulders,115.7,1,79.2,14.5,3.013
Shoulders,107.3,3,94.5,6.6,4.833
Shoulders,163.4,2,81.9,6.7,3.671
Shoulders,77.5,3,83.4,8.3,4.912
Shoulders,88.0,2,94.4,6.1,4.006
Shoulders,41.9,2,82.1,8.3,3.768
Shoulders,150.8,2,56.6,6.5,6.845
Shoulders,159.1,2,89.7,12.4,4.015
Shoulders,36.0,4,69.6,13.6,3.095
Shoulders,84.8,3,55.2,14.0,3.306
Shoulders,179.7,3,75.3,8.5,2.65
Shoulders,10.5,1,92.5,6.6,0.881
Shoulders,66.8,3,65.3,10.6,4.825
Shoulders,115.5,1,74.7,12.6,2.731
Shoulders,73.5,2,62.0,8.4,3.687
Shoulders,61.7,3,57.3,10.5,3.61
Shoulders,97.4,1,58.2,11.2,2.736
Shoulders,44.5,2,84.1,10.1,2.41
Shoulders,110.6,2,89.6,11.2,3.656
Shoulders,144.3,5,60.7,3.1,6.055
Shoulders,119.3,5,66.5,7.5,4.539
Shoulders,27.7,1,62.8,8.8,2.042
Shoulders,170.4,4,56.1,0.0,10.715
Shoulders,43.2,4,77.1,12.8,2.954
Shoulders,155.3,2,83.0,9.2,3.776
Shoulders,78.5,3,80.9,1.9,9.016
Shoulders,158.7,4,70.5,12.2,3.605
Shoulders,49.2,2,77.2,10.8,3.058
Shoulders,45.5,1,58.8,11.4,3.005
Shoulders,104.4,2,61.2,5.9,5.929
Shoulders,16.3,2,92.3,12.8,1.356
Shoulders,52.8,2,85.5,6.2,4.533
Shoulders,147.6,2,91.9,8.6,3.452
Shoulders,169.1,1,91.7,0.0,7.004
Shoulders,25.3,5,81.0,9.7,3.083
Shoulders,177.6,1,92.1,10.8,3.339
Shoulders,161.5,4,71.7,8.5,4.975
Shoulders,175.2,4,55.1,7.4,4.852
Shoulders,142.7,4,57.5,12.1,3.786
Shoulders,138.1,5,59.4,10.2,4.72
Shoulders,109.8,1,58.8,4.2,6.574
Shoulders,134.0,2,69.1,14.4,3.628
Shoulders,184.6,1,83.1,10.6,3.044
Shoulders,29.1,3,86.6,14.8,2.735
Shoulders,70.0,4,78.6,14.6,3.584
Shoulders,23.8,5,60.9,13.8,2.29
Shoulders,189.5,2,84.9,11.3,3.329
Shoulders,94.6,2,69.2,9.1,4.49
Shoulders,138.3,5,55.5,2.6,6.59
Shoulders,169.8,4,66.2,8.2,5.174
Shoulders,198.3,4,68.2,11.5,5.41
Shoulders,40.7,3,66.0,7.8,3.509
Shoulders,161.9,3,87.5,13.0,3.324
Shoulders,178.6,2,85.4,1.6,6.476
Shoulders,19.3,4,82.8,5.7,2.647
Shoulders,153.3,2,60.6,7.6,5.525
Shoulders,77.4,5,87.3,6.5,4.88
Shoulders,133.2,1,82.1,1.6,6.671
Shoulders,107.7,3,62.8,2.3,5.802
Shoulders,59.4,2,80.9,12.6,2.678
Shoulders,35.7,4,74.3,7.3,2.661
Shoulders,32.2,4,72.6,0.7,7.716
Shoulders,29.6,5,59.5,0.2,10.111
Shoulders,131.2,4,75.7,7.1,5.037
Shoulders,76.8,2,59.0,2.5,5.027
Shoulders,51.2,2,61.6,10.6,3.847
Shoulders,141.5,5,60.3,11.9,3.259
Shoulders,140.5,3,93.2,3.4,8.067
Shoulders,112.4,1,66.4,8.9,3.778
Shoulders,187.6,5,69.2,2.3,6.382
Shoulders,83.2,4,67.9,4.6,6.563
Shoulders,168.8,1,90.9,13.3,3.167
Shoulders,24.3,4,77.5,8.2,2.766
Shoulders,150.6,4,91.8,13.3,3.156
Shoulders,197.8,4,67.0,3.4,6.09
Shoulders,170.9,5,59.6,5.0,4.392
Shoulders,120.1,3,77.2,7.1,5.532
Shoulders,129.1,3,68.8,7.2,3.412
Shoulders,77.1,4,87.1,15.0,3.124
Shoulders,139.1,1,90.2,1.7,7.899
Shoulders,156.4,1,73.9,12.8,3.149
Shoulders,199.7,5,93.9,13.0,3.442
Shoulders,103.6,2,77.1,8.3,4.467
Shoulders,21.6,3,65.8,5.2,3.856
Shoulders,123.2,2,74.6,7.8,5.343
Shoulders,32.6,2,56.5,4.4,4.334
Shoulders,56.5,3,87.2,12.0,3.982
Shoulders,72.5,5,59.1,7.5,5.693
Shoulders,148.9,3,67.3,13.9,2.979
Shoulders,44.9,1,77.6,9.3,2.309
Shoulders,41.5,2,56.7,7.7,3.794
Shoulders,18.5,1,58.2,10.7,1.848
Shoulders,175.9,5,82.8,7.6,5.565
Shoulders,141.8,2,57.9,13.6,2.504
Shoulders,17.6,2,74.1,2.8,2.608
Shoulders,15.4,1,68.5,14.6,1.328
Shoulders,116.1,3,64.1,12.2,3.694
Shoulders,63.7,5,62.6,12.9,2.237
Shoulders,123.4,3,85.5,7.2,5.364
Shoulders,92.6,4,93.1,12.6,2.549
Shoulders,185.4,1,60.6,4.6,3.884
Shoulders,64.7,1,93.4,11.4,3.958
Shoulders,139.0,4,78.8,2.1,10.878
Shoulders,20.3,1,80.7,4.6,2.06
Shoulders,191.6,3,83.4,6.7,4.256
Shoulders,196.3,2,83.2,4.8,4.897
Shoulders,150.4,1,87.8,5.8,6.122
Shoulders,98.4,3,74.3,12.3,3.472
Shoulders,51.8,5,76.3,3.9,5.629
Shoulders,164.4,1,68.0,11.2,4.13
Shoulders,149.9,5,59.2,1.1,8.309
Shoulders,52.2,3,81.6,11.5,3.866
Shoulders,95.7,4,56.3,11.9,2.927
Shoulders,97.9,1,66.0,6.0,4.797
Shoulders,167.0,5,58.8,10.8,2.593
Shoulders,139.9,1,62.6,13.7,2.273
Shoulders,132.2,5,80.5,12.0,4.511
Shoulders,133.5,4,80.1,5.9,5.835
Shoulders,61.4,2,71.8,7.3,4.152
Shoulders,80.6,1,58.6,11.7,2.812
Shoulders,18.7,4,72.3,4.4,3.085
Shoulders,159.5,1,69.1,12.1,3.235
Shoulders,92.3,4,83.8,4.9,7.771
Shoulders,93.3,4,78.2,12.1,2.109
Shoulders,56.6,2,74.7,1.3,6.433
Shoulders,49.8,2,74.5,0.7,7.937
Shoulders,121.7,2,93.7,15.0,2.907
Shoulders,54.2,2,85.3,13.0,3.189
Shoulders,22.2,1,74.9,13.2,1.769
Shoulders,155.8,2,74.2,14.3,2.784
Shoulders,81.5,4,56.1,6.6,5.033
Shoulders,82.2,2,92.7,4.3,5.67
Shoulders,92.0,4,67.8,2.0,10.672
Shoulders,164.9,5,65.2,7.5,4.132
Shoulders,71.0,4,95.0,3.3,7.01
Shoulders,154.0,3,83.7,14.0,3.312
Shoulders,188.5,2,56.9,0.1,10.453
Shoulders,135.6,5,57.5,2.1,7.592
Shoulders,92.0,2,56.0,3.7,7.421
Shoulders,152.1,3,79.0,3.0,8.387
Shoulders,97.0,3,57.9,3.4,6.963
Shoulders,88.7,4,92.3,9.8,4.384
Shoulders,109.8,3,92.5,4.9,5.692
Shoulders,70.4,4,76.8,9.2,4.383
Shoulders,29.8,5,79.7,13.4,2.851
Shoulders,88.8,2,66.7,9.0,4.486
Shoulders,33.5,5,57.6,10.4,3.097
Shoulders,88.0,1,84.5,5.5,4.119
Shoulders,115.8,5,59.1,2.4,6.752
Shoulders,186.8,1,58.4,4.8,6.349
Shoulders,16.9,5,67.4,14.5,1.465
Shoulders,128.1,2,55.5,9.3,3.382
Shoulders,97.0,5,72.4,4.2,8.757
Shoulders,13.8,1,83.3,6.8,1.826
Shoulders,57.4,3,87.1,12.5,3.671
Shoulders,32.5,5,79.2,10.0,2.968
Shoulders,51.2,1,88.9,8.4,3.266
Shoulders,62.2,2,71.3,13.3,2.989
Shoulders,86.2,1,89.0,10.1,2.717
Shoulders,110.5,2,75.3,9.6,4.054
Shoulders,10.2,2,63.9,2.8,2.134
Shoulders,40.8,4,92.8,1.6,9.092
Shoulders,27.8,2,66.0,14.5,1.978
Shoulders,114.4,1,56.0,9.0,2.153
Shoulders,72.5,1,64.7,6.2,4.551
Shoulders,114.2,5,69.7,8.8,7.219
Shoulders,52.1,5,69.1,0.9,9.736
Shoulders,14.6,2,76.0,12.3,1.077
Shoulders,188.9,1,90.3,3.2,5.826
Shoulders,30.6,1,66.7,12.1,1.815
Shoulders,34.1,5,75.8,8.0,2.644
Shoulders,37.8,4,68.6,4.1,4.875
Shoulders,196.4,4,87.9,0.5,8.985
Shoulders,127.4,2,61.3,12.2,2.174
Shoulders,126.0,4,59.1,2.6,6.329
Shoulders,197.5,1,75.1,0.8,7.023
Shoulders,26.8,4,81.9,11.3,2.324
Shoulders,195.2,3,86.8,5.3,5.351
Shoulders,48.8,2,78.6,5.8,3.486
Shoulders,128.4,4,86.0,3.7,7.979
Shoulders,89.8,4,70.7,12.9,3.078
Shoulders,83.0,3,56.3,4.5,8.019
Shoulders,186.9,1,59.6,3.2,3.715
Shoulders,38.4,1,56.5,4.6,3.17
Shoulders,199.4,5,68.2,3.0,6.869
Shoulders,82.0,2,74.8,4.8,7.557
Shoulders,133.3,2,69.3,1.2,8.622
Shoulders,193.9,4,77.4,2.4,7.801
Shoulders,20.9,2,74.2,6.3,2.648
Shoulders,185.3,2,82.1,13.2,2.3
Shoulders,117.9,4,81.7,0.9,9.217
Shoulders,143.8,3,67.7,3.2,5.441
Shoulders,38.3,4,68.8,13.6,2.064
Shoulders,111.3,1,78.4,13.4,3.368
Shoulders,138.0,3,78.9,10.2,3.223
Shoulders,96.7,3,67.6,3.6,7.427
Shoulders,39.4,4,68.2,6.3,3.371
Shoulders,56.4,1,82.8,3.2,5.907
Shoulders,172.3,1,80.9,1.9,5.908
Shoulders,16.5,4,60.4,5.7,3.337
Shoulders,144.7,4,72.6,8.6,5.002
Shoulders,199.9,5,90.7,5.4,6.181
Shoulders,11.4,2,56.5,9.2,1.037
Shoulders,40.6,5,89.2,4.4,5.148
Shoulders,138.1,2,61.5,5.2,4.409
Shoulders,21.4,4,75.3,11.9,1.932
Shoulders,122.1,1,72.0,13.2,2.942
Shoulders,140.0,5,55.4,4.8,5.272
Shoulders,121.7,2,91.6,8.6,3.282
Shoulders,79.4,5,73.2,4.2,5.19
Shoulders,142.5,2,93.2,0.8,5.034
Shoulders,122.9,4,66.5,11.1,3.387
Shoulders,49.5,3,89.7,2.6,7.114
Shoulders,117.0,1,91.9,6.4,3.283
Shoulders,177.6,1,77.3,7.3,2.919
Shoulders,136.7,4,63.1,2.8,10.022
Shoulders,99.6,1,82.4,1.4,6.941
Shoulders,71.1,2,77.0,5.2,5.727
Shoulders,26.3,3,92.8,14.3,2.265
Shoulders,56.5,2,72.6,9.2,4.224
Shoulders,12.1,1,65.7,5.7,1.054
Shoulders,197.5,4,60.5,0.6,8.298
Shoulders,52.3,4,82.9,9.0,2.92
Shoulders,164.8,4,94.0,1.4,11.742
Shoulders,42.0,5,56.1,8.1,2.68
Shoulders,63.9,1,84.6,11.3,2.546
Shoulders,89.5,3,92.1,6.4,4.438
Shoulders,71.6,2,58.0,4.5,4.146
Shoulders,161.7,5,59.4,0.7,11.156
Shoulders,192.0,3,82.7,0.4,12.079
Shoulders,176.3,1,80.9,6.5,3.818
Shoulders,39.2,4,57.8,13.3,2.055
Shoulders,157.6,1,88.4,3.7,3.31
Shoulders,38.1,2,75.9,8.6,3.103
Shoulders,183.5,4,91.3,10.3,3.585
Shoulders,108.4,3,90.1,0.9,8.3
Shoulders,73.9,4,87.5,2.3,8.455
Shoulders,39.8,3,75.6,5.0,5.018
Shoulders,12.2,5,65.1,10.1,1.613
Shoulders,57.1,3,75.2,6.6,4.556
Shoulders,183.7,1,59.0,11.0,2.331
Shoulders,161.5,1,81.4,13.0,3.278
Shoulders,194.3,4,60.4,11.4,3.505
Shoulders,29.1,1,75.4,14.9,2.219
Shoulders,122.5,2,57.2,11.3,4.115
Shoulders,58.9,1,67.0,12.8,2.055
Shoulders,113.2,2,64.3,12.5,2.502
Shoulders,70.9,3,79.8,11.0,3.342
Shoulders,63.9,1,86.5,12.0,2.423
Shoulders,119.0,3,57.3,14.0,3.83
Shoulders,44.8,5,89.0,7.1,4.592
Shoulders,99.1,1,89.4,9.6,4.615
Shoulders,133.7,1,68.7,7.7,4.493
Shoulders,34.4,2,81.4,12.8,2.517
Shoulders,186.8,5,71.1,6.5,5.975
Shoulders,106.1,3,61.2,12.3,4.075
Shoulders,165.7,4,76.1,12.0,3.751
Shoulders,134.2,1,58.5,14.4,3.634
Shoulders,144.9,4,90.1,3.7,6.943
Shoulders,146.1,1,92.0,10.6,3.124
Shoulders,176.3,4,87.9,11.4,3.094
Shoulders,126.6,1,77.5,14.0,3.369
Shoulders,62.9,5,77.3,13.6,4.247
Shoulders,28.9,2,94.4,8.6,2.653
Shoulders,125.2,1,64.9,8.7,4.93
Shoulders,22.6,2,58.0,2.5,2.396
Shoulders,55.8,1,77.5,14.6,2.566
Shoulders,21.5,1,68.2,3.8,3.049
Shoulders,114.3,3,67.9,10.9,3.508
Shoulders,40.5,2,55.3,11.9,3.975
Shoulders,126.0,2,78.8,6.6,4.886
Shoulders,160.3,5,65.6,3.2,6.464
Shoulders,166.2,1,62.5,2.8,5.887
Shoulders,68.8,2,56.6,12.8,1.917
Shoulders,114.3,1,69.6,7.7,3.728
Shoulders,117.0,3,90.2,1.4,10.135
Shoulders,99.8,2,68.5,10.8,3.421
Shoulders,134.5,1,82.2,3.8,4.924
Shoulders,49.9,1,85.3,13.1,3.356
Shoulders,196.1,5,68.1,4.6,6.869
Shoulders,28.6,1,87.9,3.0,4.383
Shoulders,167.6,4,82.7,1.3,7.962
Shoulders,122.9,5,77.4,7.7,4.942
Shoulders,56.5,3,55.0,6.8,3.907
Shoulders,151.7,2,56.4,11.3,2.73
Shoulders,26.1,4,94.6,7.0,2.536
Shoulders,157.1,5,86.3,5.2,5.17
Shoulders,122.1,1,92.5,3.9,4.624
Shoulders,31.0,5,91.1,4.2,3.188
Shoulders,25.1,5,55.8,13.9,2.135
Shoulders,152.7,1,86.7,2.5,6.545
Shoulders,65.7,1,73.0,14.8,3.674
Shoulders,179.0,4,86.6,4.9,5.041
Shoulders,154.8,1,55.3,1.3,7.35
Shoulders,142.7,4,66.5,3.7,7.313
Shoulders,62.9,1,85.1,0.9,7.259
Shoulders,144.7,4,86.7,11.9,4.4
Chest,43.2,1,89.0,10.6,2.575
Chest,15.5,1,84.3,6.2,2.189
Chest,87.3,5,77.3,6.0,6.872
Chest,133.3,3,84.0,2.7,6.332
Chest,119.1,2,82.3,6.2,4.227
Chest,39.7,1,64.4,11.8,2.917
Chest,95.6,3,77.0,13.6,3.415
Chest,80.2,4,85.8,8.9,5.574
Chest,62.1,4,67.7,4.5,7.703
Chest,148.6,1,81.2,10.2,3.127
Chest,68.8,4,74.3,11.1,3.3
Chest,112.6,5,75.1,5.0,9.544
Chest,185.4,2,58.6,12.4,3.844
Chest,112.5,1,81.6,1.1,8.57
Chest,127.2,5,89.6,0.2,10.447
Chest,23.9,3,60.7,1.8,4.326
Chest,43.8,4,69.6,2.3,5.702
Chest,29.2,2,56.9,13.2,2.592
Chest,155.3,2,56.2,6.4,4.734
Chest,168.8,2,94.6,4.1,7.707
Chest,45.4,2,74.7,6.4,4.092
Chest,51.7,3,69.2,5.9,4.251
Chest,71.4,1,66.0,4.5,5.385
Chest,122.3,5,94.2,2.1,5.382
Chest,128.1,3,65.1,9.8,4.799
Chest,140.5,5,84.0,2.0,9.358
Chest,182.0,3,66.4,11.6,4.74
Chest,66.1,2,57.8,3.0,4.652
Chest,135.2,3,82.3,11.0,5.55
Chest,116.3,1,55.1,12.1,4.268
Chest,68.1,5,82.0,1.9,10.934
Chest,182.4,4,65.0,1.3,9.926
Chest,28.1,1,84.8,14.2,2.356
Chest,145.3,3,85.8,6.9,4.321
Chest,148.3,3,84.0,9.5,5.55
Chest,183.9,2,56.0,0.3,8.488
Chest,108.5,1,83.1,4.2,4.714
Chest,71.1,4,94.6,7.6,4.342
Chest,167.3,2,64.7,13.3,3.607
Chest,156.5,3,66.0,4.1,6.271
Chest,105.1,2,87.5,11.6,4.459
Chest,155.9,4,61.4,9.9,3.359
Chest,60.9,1,81.4,1.7,4.674
Chest,122.0,2,85.2,4.4,8.496
Chest,174.4,3,56.5,3.6,8.383
Chest,70.4,3,77.2,6.6,4.589
Chest,101.9,4,78.0,9.5,5.426
Chest,190.7,1,67.1,6.5,5.801
Chest,161.7,3,90.1,3.7,7.953
Chest,178.5,4,61.5,10.4,4.787
Chest,83.2,2,69.6,8.8,5.726
Chest,199.3,1,88.9,7.8,3.752
Chest,39.0,5,62.6,8.3,3.948
Chest,108.6,4,87.9,3.3,8.644
Chest,101.1,4,58.2,10.2,4.833
Chest,161.7,4,74.6,5.8,6.231
Chest,182.6,4,58.0,5.5,6.55
Chest,148.9,4,82.1,2.2,9.539
Chest,129.1,3,86.6,9.0,4.193
Chest,91.2,1,89.0,9.0,5.06
Chest,107.0,3,94.3,5.1,5.647
Chest,106.8,2,81.9,12.9,3.774
Chest,13.9,4,85.8,12.7,1.362
Chest,105.6,3,75.2,1.6,10.546
Chest,172.6,5,91.5,10.4,2.822
Chest,144.8,3,80.8,5.9,7.344
Chest,161.2,3,90.3,15.0,3.08
Chest,84.2,5,64.4,3.4,9.876
Chest,110.5,3,74.9,4.2,6.979
Chest,16.4,2,84.2,6.6,2.136
Chest,82.8,2,63.1,4.0,9.055
Chest,100.1,5,63.5,10.4,4.772
Chest,58.5,4,94.1,7.2,6.322
Chest,15.9,1,72.4,3.3,2.663
Chest,141.2,3,62.3,7.6,5.976
Chest,92.7,2,68.3,13.3,3.836
Chest,89.0,4,70.9,11.9,5.322
Chest,57.5,1,79.9,7.5,3.714
Chest,112.2,4,91.9,4.3,6.49
Chest,93.2,4,94.5,2.7,7.983
Chest,100.1,2,81.1,13.2,3.957
Chest,120.4,1,83.0,10.7,3.94
Chest,11.2,4,67.9,8.6,1.841
Chest,182.5,2,89.3,13.2,4.377
Chest,23.5,5,63.7,1.8,4.107
Chest,95.7,4,59.3,10.2,4.375
Chest,49.4,5,93.9,3.3,4.967
Chest,109.5,3,89.6,1.8,12.778
Chest,63.2,5,67.1,7.0,5.799
Chest,173.4,1,82.0,5.8,5.795
Chest,85.3,2,73.7,14.1,2.66
Chest,131.4,1,67.9,4.9,6.125
Chest,57.3,4,66.5,12.2,4.243
Chest,13.7,3,60.4,11.2,1.372
Chest,86.8,2,77.0,10.0,5.364
Chest,111.9,2,72.9,13.8,5.425
Chest,97.3,4,75.5,6.1,5.727
Chest,192.8,1,63.6,5.8,4.168
Chest,144.3,3,92.5,2.4,7.331
Chest,199.2,4,80.5,4.1,9.177
Chest,66.1,2,91.0,13.2,4.054
Chest,159.9,2,59.4,7.1,5.086
Chest,115.6,2,79.9,5.1,6.569
Chest,126.2,3,89.0,3.2,6.997
Chest,197.3,2,68.2,7.3,5.705
Chest,134.3,2,62.8,10.7,4.001
Chest,180.8,3,65.6,4.3,6.554
Chest,147.9,1,65.9,11.4,4.271
Chest,34.2,3,72.9,9.4,3.142
Chest,142.9,1,68.0,11.8,3.605
Chest,102.0,1,65.9,3.8,6.864
Chest,184.6,2,80.9,9.5,4.993
Chest,163.3,2,57.1,2.3,10.11
Chest,29.8,1,68.6,5.5,3.835
Chest,35.4,5,82.6,10.9,3.704
Chest,23.2,2,62.0,9.5,2.211
Chest,103.7,5,63.8,2.8,7.971
Chest,25.3,5,63.0,12.9,2.604
Chest,147.5,5,55.0,0.8,11.124
Chest,114.9,5,74.0,8.9,4.146
Chest,168.8,1,56.6,14.8,2.852
Chest,63.2,2,65.9,8.0,4.498
Chest,108.6,4,94.8,12.0,4.119
Chest,32.3,3,91.7,8.9,4.1
Chest,178.1,1,63.6,11.7,3.891
Chest,43.3,3,67.4,9.8,4.589
Chest,29.4,5,73.5,10.4,3.095
Chest,49.0,5,88.8,3.4,6.661
Chest,163.2,2,87.1,11.1,3.343
Chest,30.1,2,60.0,3.6,4.35
Chest,126.7,2,60.0,14.7,3.516
Chest,151.8,2,71.7,3.4,5.65
Chest,152.7,2,89.8,3.6,6.466
Chest,46.1,2,90.3,12.9,2.732
Chest,21.7,3,59.3,3.6,3.94
Chest,95.3,1,78.0,5.4,6.369
Chest,48.5,2,61.2,10.7,3.001
Chest,142.9,2,82.4,2.4,8.924
Chest,77.8,1,91.7,2.4,7.041
Chest,95.4,5,73.2,7.3,3.067
Chest,31.6,4,58.3,3.7,4.588
Chest,117.8,5,78.2,3.5,9.982
Chest,45.2,3,71.3,0.1,6.524
Chest,139.0,1,87.4,5.6,5.789
Chest,23.5,5,68.6,4.8,4.854
Chest,195.4,3,90.0,0.5,8.867
Chest,140.1,4,65.9,9.3,5.335
Chest,44.5,2,61.3,9.4,2.624
Chest,12.7,3,67.3,1.1,4.258
Chest,73.5,3,56.4,4.8,6.361
Chest,39.0,2,66.2,13.1,2.702
Chest,51.5,3,81.4,8.7,5.331
Chest,175.8,4,60.7,6.2,6.94
Chest,124.6,1,59.5,7.0,4.314
Chest,43.5,1,60.3,3.1,4.667
Chest,115.8,5,58.1,12.2,4.873
Chest,58.6,3,90.0,13.7,2.949
Chest,195.5,5,92.8,13.7,2.206
Chest,16.2,4,56.9,3.4,3.133
Chest,149.1,4,85.4,4.7,5.552
Chest,156.9,5,84.5,2.4,11.472
Chest,22.8,4,94.9,4.6,3.754
Chest,42.7,2,68.9,5.0,3.999
Chest,83.0,3,66.4,9.5,4.24
Chest,174.9,2,73.1,2.8,5.115
Chest,112.0,2,89.3,13.8,2.93
Chest,134.5,4,84.1,1.5,12.188
Chest,158.8,1,73.9,0.1,13.841
Chest,167.3,4,64.8,12.8,4.765
Chest,100.5,3,84.1,10.6,4.684
Chest,106.7,2,89.2,5.3,5.854
Chest,146.4,1,71.0,8.9,3.679
Chest,60.0,4,81.7,3.4,10.078
Chest,172.4,5,71.0,2.5,8.489
Chest,13.9,4,74.1,7.1,3.09
Chest,47.2,3,76.0,5.3,6.586
Chest,162.0,4,86.0,9.2,3.569
Chest,74.6,3,94.1,3.3,6.597
Chest,38.5,2,72.8,9.9,2.758
Chest,45.5,2,68.7,11.5,3.126
Chest,110.8,2,69.9,2.5,8.324
Chest,170.8,5,60.4,0.7,16.15
Chest,23.4,4,66.9,6.6,2.563
Chest,15.8,1,58.5,11.6,1.48
Chest,98.4,5,72.1,9.8,5.83
Chest,191.7,1,61.7,10.5,3.705
Chest,63.0,3,68.9,6.0,5.75
Chest,192.2,1,86.7,3.5,5.129
Chest,178.7,2,64.8,8.0,4.911
Chest,63.8,4,79.5,3.1,8.574
Chest,165.2,5,91.0,10.9,4.814
Chest,140.3,5,77.7,3.0,9.62
Chest,107.2,5,62.8,4.4,9.6
Chest,90.4,2,68.8,7.6,6.16
Chest,164.9,1,78.6,7.3,4.915
Chest,160.7,5,75.3,9.0,4.147
Chest,153.8,5,60.9,6.6,5.523
Chest,199.7,2,72.9,13.8,3.203
Chest,100.9,1,76.7,12.6,3.915
Chest,163.3,4,65.7,13.2,3.786
Chest,173.9,1,79.5,9.4,3.421
Chest,50.2,1,57.8,9.5,2.622
Chest,18.0,5,68.5,9.1,1.411
Chest,86.9,3,87.2,6.5,5.735
Chest,172.8,1,65.4,4.8,4.283
Chest,64.9,4,79.2,8.9,4.078
Chest,143.0,2,71.4,0.4,9.967
Chest,11.4,3,67.7,0.1,2.487
Chest,77.5,5,91.6,12.8,4.358
Chest,126.9,2,68.7,0.7,11.614
Chest,34.7,4,64.5,7.9,3.444
Chest,180.4,5,91.4,9.2,4.501
Chest,39.7,3,84.8,3.0,6.467
Chest,182.9,5,82.3,13.4,3.395
Chest,51.1,3,57.0,2.9,5.792
Chest,198.9,3,60.2,13.3,4.433
Chest,124.9,5,80.5,11.4,5.489
Chest,26.0,4,63.4,3.6,4.987
Chest,22.4,5,64.0,2.3,5.353
Chest,24.2,4,86.2,4.7,2.412
Chest,122.1,4,66.4,6.0,8.469
Chest,163.8,2,57.9,3.7,7.328
Chest,86.6,2,56.5,15.0,4.003
Chest,94.5,5,72.7,3.4,9.009
Chest,122.0,4,79.7,12.5,4.601
Chest,111.3,2,89.8,2.4,7.978
Chest,140.7,2,59.4,14.7,3.697
Chest,99.6,4,62.9,3.4,8.182
Chest,145.6,1,76.2,6.3,6.2
Chest,199.5,1,69.6,8.4,2.984
Chest,76.6,4,74.3,1.8,8.818
Chest,12.3,2,92.0,12.3,1.847
Chest,33.9,4,76.8,4.1,4.579
Chest,115.2,3,71.6,8.2,5.291
Chest,75.4,5,94.6,8.2,4.386
Chest,188.6,3,57.6,9.0,4.915
Chest,129.2,5,92.3,0.8,9.766
Chest,108.9,5,75.1,2.5,9.13
Chest,161.6,2,75.2,2.4,9.219
Chest,59.1,5,91.9,4.5,5.619
Chest,165.8,4,75.3,2.2,10.596
Chest,10.6,1,72.5,13.8,1.148
Chest,127.7,1,65.9,7.7,5.856
Chest,187.6,2,81.4,9.4,4.472
Chest,159.7,1,77.8,5.4,8.933
Chest,172.2,2,63.6,4.1,7.783
Chest,85.4,5,83.4,7.5,6.166
Chest,166.6,3,80.8,4.4,5.941
Chest,114.7,1,70.9,5.2,5.963
Chest,127.5,3,55.2,6.8,7.326
Chest,21.2,2,72.9,7.6,3.374
Chest,48.3,5,55.2,14.8,3.903
Chest,114.7,1,58.0,3.3,7.924
Chest,21.2,4,72.2,7.3,2.145
Chest,150.9,3,58.3,2.2,9.415
Chest,169.6,1,66.0,5.2,4.379
Chest,184.9,4,81.2,10.8,3.337
Chest,29.3,3,67.3,2.6,5.324
Chest,188.5,4,94.9,8.7,5.459
Chest,22.8,4,91.7,6.3,3.784
Chest,100.1,4,78.4,0.8,12.768
Chest,169.6,3,93.7,14.0,3.993
Chest,23.4,1,89.7,6.2,2.151
Chest,13.5,1,67.8,11.8,1.205
Chest,14.7,3,85.0,6.2,1.462
Chest,107.1,2,60.5,14.1,2.259
Chest,164.2,4,82.4,4.4,8.439
Chest,34.2,3,74.6,6.2,3.518
Chest,33.7,5,55.7,11.4,3.437
Chest,118.0,1,66.0,5.2,7.187
Chest,54.5,2,93.2,5.5,4.497
Chest,148.7,4,67.6,14.9,4.351
Chest,190.4,1,62.3,8.3,3.741
Chest,155.5,2,62.5,10.3,2.823
Chest,176.7,4,74.2,9.7,5.094
Chest,108.7,3,88.7,12.4,3.885
Chest,168.1,4,85.3,12.9,3.829
Chest,44.8,3,72.5,8.4,5.558
Chest,23.0,5,63.3,4.4,2.665
Chest,134.6,5,56.8,0.3,12.516
Chest,19.9,5,73.5,9.2,1.873
Chest,179.6,1,87.6,12.4,4.029
Chest,141.4,3,84.2,6.8,6.266
Chest,190.9,1,71.3,2.5,7.548
Chest,69.6,2,78.8,4.3,5.308
Chest,102.4,2,72.4,7.6,4.664
Chest,150.9,4,78.2,12.6,5.155
Chest,56.1,3,75.7,2.6,9.649
Chest,113.0,5,82.2,9.2,5.896
Chest,135.3,2,75.3,11.3,3.52
Chest,196.0,4,92.6,14.0,3.923
Chest,151.5,4,72.1,1.8,14.068
Chest,32.4,5,55.6,13.9,2.56
Chest,100.3,2,64.5,9.0,6.168
Chest,121.9,4,75.0,11.5,4.166
Chest,37.9,1,76.6,0.8,6.468
Chest,92.1,3,77.1,7.6,6.309
Chest,64.0,3,83.6,9.3,4.818
Chest,32.6,5,66.0,4.6,4.054
Chest,107.3,4,81.6,6.5,5.738
Back,186.3,3,83.5,5.6,9.678
Back,124.2,5,66.2,6.5,9.727
Back,77.9,2,67.5,0.6,10.12
Back,94.2,2,63.9,7.9,4.891
Back,135.0,1,86.4,12.2,3.53
Back,91.1,2,93.4,9.9,5.429
Back,149.0,3,74.7,3.0,7.472
Back,27.5,5,56.7,10.9,2.322
Back,167.7,1,65.4,10.8,4.674
Back,48.8,4,61.3,3.9,5.636
